time,entity_id,entity_name,node_id,node_name,event_type
0.00,Event_start_all_all_case_0,全部释放发生器-all_case-0,Event_start_all,全部释放发生器,entity_generated
0.00,Event_start_subset_subset_case_0,子集释放发生器-subset_case-0,Event_start_subset,子集释放发生器,entity_generated
0.00,Event_start_all_all_case_0,全部释放发生器-all_case-0,Task_delay_all_arrival,延迟到达全部释放,task_arrive
0.00,Event_start_all_all_case_0,全部释放发生器-all_case-0,Task_delay_all_arrival,延迟到达全部释放,task_start
0.00,Event_start_subset_subset_case_0,子集释放发生器-subset_case-0,Task_acquire_subset,获取两种资源,task_arrive
0.00,Event_start_subset_subset_case_0,子集释放发生器-subset_case-0,Task_acquire_subset,获取两种资源,task_start
0.00,Event_start_subset_subset_case_0,子集释放发生器-subset_case-0,Task_acquire_subset,获取两种资源,task_finish
0.00,Event_start_subset_subset_case_0,子集释放发生器-subset_case-0,Task_hold_subset,持有两种资源,task_arrive
0.00,Event_start_subset_subset_case_0,子集释放发生器-subset_case-0,Task_hold_subset,持有两种资源,task_start
3.00,Event_start_subset_subset_case_0,子集释放发生器-subset_case-0,Task_hold_subset,持有两种资源,task_finish
3.00,Event_start_subset_subset_case_0,子集释放发生器-subset_case-0,Task_release_bound,只释放叉车,task_arrive
3.00,Event_start_subset_subset_case_0,子集释放发生器-subset_case-0,Task_release_bound,只释放叉车,task_start
3.00,Event_start_subset_subset_case_0,子集释放发生器-subset_case-0,Task_release_bound,只释放叉车,task_finish
3.00,Event_start_subset_subset_case_0,子集释放发生器-subset_case-0,Task_hold_driver,继续持有司机,task_arrive
3.00,Event_start_subset_subset_case_0,子集释放发生器-subset_case-0,Task_hold_driver,继续持有司机,task_start
5.00,Event_start_subset_subset_case_0,子集释放发生器-subset_case-0,Task_hold_driver,继续持有司机,task_finish
5.00,Event_start_subset_subset_case_0,子集释放发生器-subset_case-0,Task_release_all_remaining,释放剩余资源,task_arrive
5.00,Event_start_subset_subset_case_0,子集释放发生器-subset_case-0,Task_release_all_remaining,释放剩余资源,task_start
5.00,Event_start_subset_subset_case_0,子集释放发生器-subset_case-0,Task_release_all_remaining,释放剩余资源,task_finish
5.00,Event_start_subset_subset_case_0,子集释放发生器-subset_case-0,Event_end_subset,子集释放结束,entity_exit
10.00,Event_start_all_all_case_0,全部释放发生器-all_case-0,Task_delay_all_arrival,延迟到达全部释放,task_finish
10.00,Event_start_all_all_case_0,全部释放发生器-all_case-0,Task_acquire_all,再次获取两种资源,task_arrive
10.00,Event_start_all_all_case_0,全部释放发生器-all_case-0,Task_acquire_all,再次获取两种资源,task_start
10.00,Event_start_all_all_case_0,全部释放发生器-all_case-0,Task_acquire_all,再次获取两种资源,task_finish
10.00,Event_start_all_all_case_0,全部释放发生器-all_case-0,Task_hold_all,再次持有两种资源,task_arrive
10.00,Event_start_all_all_case_0,全部释放发生器-all_case-0,Task_hold_all,再次持有两种资源,task_start
13.00,Event_start_all_all_case_0,全部释放发生器-all_case-0,Task_hold_all,再次持有两种资源,task_finish
13.00,Event_start_all_all_case_0,全部释放发生器-all_case-0,Task_release_all,释放全部资源,task_arrive
13.00,Event_start_all_all_case_0,全部释放发生器-all_case-0,Task_release_all,释放全部资源,task_start
13.00,Event_start_all_all_case_0,全部释放发生器-all_case-0,Task_release_all,释放全部资源,task_finish
13.00,Event_start_all_all_case_0,全部释放发生器-all_case-0,Event_end_all,全部释放结束,entity_exit
