time,entity_id,entity_name,node_id,node_name,event_type
0.00,0,发生器-cargo-0,Event_start,发生器,entity_generated
0.00,0,发生器-cargo-0,Activity_combine,合并活动,task_arrive
1.00,1,发生器-cargo-1,Event_start,发生器,entity_generated
1.00,1,发生器-cargo-1,Activity_combine,合并活动,task_arrive
2.00,2,发生器-cargo-2,Event_start,发生器,entity_generated
2.00,2,发生器-cargo-2,Activity_combine,合并活动,task_arrive
3.00,3,发生器-cargo-3,Event_start,发生器,entity_generated
3.00,3,发生器-cargo-3,Activity_combine,合并活动,task_arrive
3.00,4,合并活动-truck-0,Activity_combine,合并活动,task_start
13.00,4,合并活动-truck-0,Activity_combine,合并活动,task_finish
13.00,4,合并活动-truck-0,Activity_split,拆分活动,task_arrive
13.00,4,合并活动-truck-0,Activity_split,拆分活动,task_start
18.00,5,拆分活动-box-0,Event_end,终点,entity_exit
23.00,4,合并活动-truck-0,Activity_split,拆分活动,task_finish
23.00,6,拆分活动-box-1,Event_end,终点,entity_exit
